,nro_conabip,fecha_fundacion,id_depto
1192,2840,1960,82042
1193,2642,1954,82049
1194,4167,1980,82049
1195,2883,1970,82056
1196,3936,1976,82056
1197,1016,1915,82063
1198,2331,1947,82063
1199,462,0,82070
1200,3898,2000,82084
1201,4068,2002,82112
1202,619,1910,86035
1203,1665,1927,86049
1204,3496,1980,86049
1205,4059,2000,86049
1206,1497,1917,86147
1207,3792,1980,6028
1208,2296,1932,6035
1209,3561,1996,6035
1210,4075,2002,6091
1211,3038,1982,6217
1212,4065,1980,6245
1213,1733,1932,6260
1214,2810,1959,6270
1215,4119,2003,6294
1216,139,1909,6413
1217,3293,1980,6427
1218,2757,1940,6441
1219,2401,1980,6490
1220,3248,1980,6560
1221,2277,1980,6581
1222,3255,1993,6609
1223,3403,1980,6742
1224,2022,1939,6749
1225,3658,1995,6760
1226,1627,1932,6791
1227,3768,1999,6805
1228,3616,1963,6833
1229,259,0,6833
1230,4348,2006,6833
1231,4195,1980,6868
1232,3494,1995,10042
1233,3579,1980,10063
1234,3393,1960,22036
1235,3389,1995,22168
1236,3492,1975,22112
1237,3005,1972,22140
1238,3349,1961,22140
1239,3477,1991,22140
1240,3549,1971,22154
1241,3569,1980,26021
1242,3638,1980,26042
1243,2414,1943,26042
1244,1819,1934,26077
1245,3884,1999,2000
1246,4295,2009,2000
1247,2994,1932,2000
1248,870,1911,14014
1249,2751,1955,14098
1250,3015,1970,14098
1251,4145,1980,14140
1252,4232,1980,14140
1253,560,1926,14140
1254,1541,1931,14147
1255,4392,2022,14147
1256,1419,1929,14182
